Growth_1,Growth_2,Growth_3,Growth_4,Growth_5,Growth_6,Growth_7,Growth_8,Growth_9,Growth_10,Growth_11,Growth_12,Growth_13,Growth_14,Growth_15,Growth_16,Growth_17,Growth_18,Growth_19,Growth_20,Growth_21,Growth_22,Growth_23,Growth_24,Growth_25,Growth_26,Growth_27,Growth_28,Growth_29,Growth_30,Growth_31,Growth_32,Growth_33,Growth_34,Growth_35,Growth_36,Growth_37,Growth_38,Growth_39,Growth_40,Growth_41,Growth_42,Growth_43,Growth_44,Growth_45,Growth_46,Growth_47,Growth_48,Growth_49,Growth_50,Growth_51,Growth_52,Growth_53,Growth_54,Growth_55,Growth_56,Growth_57,Growth_58,Growth_59,Growth_60,Growth_61,Growth_62,Growth_63,Growth_64,Growth_65,Growth_66,Growth_67,Growth_68,Growth_69,Growth_70,Growth_71,Growth_72,Growth_73,Growth_74,Growth_75,Growth_76,Growth_77,Growth_78,Growth_79,Growth_80,Growth_81,Growth_82,Growth_83,Growth_84,Growth_85,Growth_86,Growth_87,Growth_88,Growth_89,Growth_90,Growth_91,Growth_92,Growth_93,Growth_94,Growth_95,Growth_96,Growth_97,Growth_98,Growth_99,Growth_100,Growth_101,Growth_102,Growth_103,Growth_104,Growth_105,Growth_106,Growth_107,Growth_108,Growth_109,Growth_110,Growth_111,Growth_112,Growth_113,Growth_114,Growth_115,Growth_116,Growth_117,Growth_118,Growth_119,Growth_120,Current_Views,Target_Gain
994,1539,1124,977,1033,1137,0,22559,1575,300,1234,1018,17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,1447449,788412
1539,1124,977,1033,1137,0,22559,1575,300,1234,1018,17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,1448087,787774
1124,977,1033,1137,0,22559,1575,300,1234,1018,17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,1448309,787552
977,1033,1137,0,22559,1575,300,1234,1018,17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,1500805,735056
1033,1137,0,22559,1575,300,1234,1018,17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,1501392,772510
1137,0,22559,1575,300,1234,1018,17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,1502177,771725
0,22559,1575,300,1234,1018,17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,1502834,771068
22559,1575,300,1234,1018,17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,1503387,770515
1575,300,1234,1018,17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,1525364,748538
300,1234,1018,17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,1525699,766029
1234,1018,17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,1526207,765523
1018,17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,1526623,765107
17938,915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,1526979,764751
915,924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,1542042,749688
924,1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,1542335,791051
1282,1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,1542637,790749
1332,32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,1542637,790749
32193,1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,1543051,790335
1197,1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,1543418,789968
1067,498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,1565194,791631
498,1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,1565494,791331
1266,19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,1565494,791331
19481,1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,1565797,791028
1799,1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,1565850,790975
1086,1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,1593697,808747
1417,295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,1593898,808546
295,24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,1594057,808387
24339,1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,1594057,808387
1327,1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,1594138,808306
1190,1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,1602852,834065
1183,952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,148,1603000,833917
952,8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,148,32,1603032,833885
8191,994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,148,32,0,1603032,833885
994,1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,148,32,0,0,1603032,833885
1225,1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,148,32,0,0,48819,1651851,840514
1207,1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,148,32,0,0,48819,102,1651953,840412
1144,24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,148,32,0,0,48819,102,0,1651953,840412
24494,630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,148,32,0,0,48819,102,0,0,1651953,840412
630,1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,148,32,0,0,48819,102,0,0,0,1651953,840412
1427,1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,148,32,0,0,48819,102,0,0,0,19170,1671123,844065
1324,1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,148,32,0,0,48819,102,0,0,0,19170,29,1671152,844036
1445,14186,758,1599,1141,1330,18413,1471,725,1401,1149,7379,1039,967,1357,1185,10488,888,1339,1220,1271,8072,1284,1071,932,1138,20755,1312,768,885,995,13330,1152,1087,777,736,24991,1158,1023,1109,643,16509,1576,1242,1075,585,15449,1000,835,1023,1102,17251,755,918,668,984,16659,1365,610,987,938,18567,521,1032,426,907,37568,629,175,965,780,25365,753,355,1127,247,20778,744,538,638,222,52496,587,785,657,553,21977,335,508,416,356,15063,293,302,0,414,367,21776,300,0,303,53,27847,201,159,0,81,8714,148,32,0,0,48819,102,0,0,0,19170,29,0,1671152,844036
